,Name,Brand,Categories,ABV,Rating,Rate Count,Price,Description
2929,Blanton’s Gold Edition Bourbon,Blantons,"Bourbon, Whiskey",,5.0,1,429.44,"Blanton’s Gold Edition was created for discerning connoisseurs who appreciate exceptional smoothness and clean finish in their bourbon whiskey. The rich taste of dark fudge, citrus, oak and cream combined with the spiciness of white pepper and rye lead to a long finish that challenges the world’s finest single malts and rarest cognacs in complexity and character. Best served neat or with a splash of water. Bottled at 51.5% alcohol by volume."
2930,Blanton’s Straight From The Barrel Bourbon,Blantons,"Bourbon, Whiskey",,5.0,1,201.99,"Not only one of the world’s best bourbons, Blanton’s Straight from the Barrel is one of the world’s best whiskeys. Created for connoisseurs familiar with cask strength whiskeys, this enormous taste profile reaches depths of flavor found only in the rarest of spirits. The high alcohol by volume is intense and powerful yet inviting. The complexity of rye, caramel, oak, honey and vanilla coat your palate followed by a legendary finish. Straight from the barrel is best served neat or with a splash of water. Un-filtered, un-cut, unbelievable."
2931,Blanton’s Special Reserve,Blantons,"Bourbon, Whiskey",,5.0,1,282.49,"Created as an introductory edition to our full lineup, Blanton’s Special Reserve is ideal for those new to single barrel bourbons. A sweet taste profile with a floral nose and light undertones of vanilla and citrus make it perfect for a premium cocktail or served on the rocks. 40% alcohol by volume."
2932,Eagle Rare 10yr Bourbon,Eagle Rare,"Bourbon, Whiskey",45.0,4.9,91,39.99,"With several awards from the San Francisco World Spirits Competition, Eagle Rare 10 Year isn't your average bourbon. Produced since 1975 in Frankfort, Kentucky, this bourbon is one of the true jewels in the American bourbon scene. At 45 percent ABV, it's smoother than some of the alternatives to boot.

Masterfully crafted and aged in oak barrels for no less than 10 years, Eagle Rare boasts a complex array of flavors, offering a distinct taste experience. As soon as you pour a glass, you're enveloped with aromas of toffee, honey, leather, oak, herbs and orange peel. Take a sip and you'll get that oaky flavor complete with cocoa and almonds. It sounds like a delicious breakfast cereal, but it's better sipped in the evening with friends after a long day at the office.

Like any great bourbon, Eagle Rare 10 Year doesn't need a bunch of extras to enjoy. All you need is a rocks glass. Fill with one or two fingers or add an ice-cube or two to get the full breadth of flavors. You can also add a splash of water, which helps bring some of the aromas to life without sullying the experience.

If you're a cocktail aficionado, Eagle Rare is tasty in everything from an Old Fashioned to a Manhattan. In the true spirit of its Kentucky origins, you may also want to try it in a mint julep. Once you take a drink, you're sure to yell out, ""Giddyup!""

Buy Eagle Rare 10 Year online at a great price through Drizly to start enjoying a glass of this delicious bourbon."
2933,Eagle Rare Special Barrel,Eagle Rare,"Bourbon, Whiskey",45.0,5.0,1,42.99,
2934,Eagle Rare 17yr Bourbon,Eagle Rare,"Bourbon, Whiskey",45.0,5.0,1,2020.99,"This rare bourbon ages in oak barrels for nearly two decades and is only available in small quantities once a year, every fall. Sip this polished, well-aged whiskey to appreciate why patience is such a virtue"
2935,Eagle Rare Single Barrel Bourbon 10 Yr Coltivare,Eagle Rare,"Bourbon, Whiskey",,5.0,1,49.99,
2936,Old Grand Dad Bourbon Whiskey,Old Grand-Dad,"Bourbon, Whiskey",40.0,5.0,14,19.95,"Old Grand-Dad was a distiller named Basil Hayden who made his name by distilling a bourbon whiskey made with a higher percentage of rye. Basil Hayden passed along the art of distilling to his son and then, in turn, to his grandson. It was the third generation distiller, Colonel R.B. Hayden, who honored his grandfather by naming his justly famed whiskey “Old Grand-Dad.”"
2937,Old Grand Dad 114 Proof Bourbon Whiskey,Old Grand-Dad,"Bourbon, Whiskey",57.0,5.0,13,29.99,"Deep Amber Color with 57% abv. Nose: This bourbon’s attitude is airy and effervescent even at full strength. Orange rind, burned sugars, honey, southern spearmint, touches of floral (orange blossom, honeysuckle) notes and grain (corn and dry rye). Pour and leave in the glass for a good 3-4 minutes. The initial alcohol blast quickly subsides and you can get to business.Palate: Brief notes of honey, bitter orange, caramel and vanilla yield to warming spices (cinnamon, mint, white pepper). Barrel flavors and a bit of resiny grip lead to the finish."
2938,Old Grand Dad Bonded Bourbon Whiskey,Old Grand-Dad,"Bourbon, Whiskey",50.0,5.0,9,24.99,"Old Grand-Dad was a real person, which should not surprise you if you’ve read any of the words on this page. He was a distiller named Basil Hayden who made his name by distilling a bourbon whiskey made with a higher percentage of rye. Basil Hayden passed along the art of distilling to his son Thyme (Just pulling your leg. We don’t know his name) and then, in turn, to his grandson. It was the third generation distiller, Colonel R.B. Hayden, who honored his grandfather by naming his justly famed whiskey “Old Grand-Dad.”"
2939,Old Grand Dad Bourbon 86 Proof,Old Grand-Dad,"Bourbon, Whiskey",43.0,5.0,1,9.99,
2940,Isaac Bowman Port Barrel Finished Bourbon,Bowman,"Bourbon, Whiskey",46.0,5.0,1,49.99,"In 1927, A. Smith Bowman purchased the 7,200-acre Sunset Hills farm to open up a dairy and granary. Shortly after bringing the idea to life, his fields became so abundant that he needed a use for the excess grain. This one defining moment changed the entire course of the Bowman legacy and ultimately lead to the best whiskey in the world.

In 1934, A. Smith Bowman built a groundbreaking distillery on the farm land and turned it into a family-owned business. Since then, the focus has shifted from our classic spirit to producing premium handcrafted small batches and experimental editions that embody innovation at its core.

Today, our historic family-owned distillery has relocated to Fredericksburg, yet still continues to balance our long-lived traditions, honoring one of Virginia’s great pioneers. Most recently in 2016 and 2017, A. Smith Bowman Distillery won the “World’s Best Bourbon” at the World Whiskies Awards — solidifying us as Virginia’s Most Award-Winning Distillery.""

Our Isaac Bowman Bourbon is aged in charred white oak barrels, then finished in port barrels, many of which come from Virginia wineries. This combination of finishing barrels produces flavors of jam with caramel and spice notes. Isaac Bowman is produced in a similar fashion to our Abraham Bowman port-finished bourbon, which won World’s Best Bourbon in 2016."
2941,Bowman Small Batch Bourbon,Bowman,"Bourbon, Whiskey",45.0,5.0,1,35.19,"In 1927, A. Smith Bowman purchased the 7,200-acre Sunset Hills farm to open up a dairy and granary. Shortly after bringing the idea to life, his fields became so abundant that he needed a use for the excess grain. This one defining moment changed the entire course of the Bowman legacy and ultimately lead to the best whiskey in the world.

In 1934, A. Smith Bowman built a groundbreaking distillery on the farm land and turned it into a family-owned business. Since then, the focus has shifted from our classic spirit to producing premium handcrafted small batches and experimental editions that embody innovation at its core.

Today, our historic family-owned distillery has relocated to Fredericksburg, yet still continues to balance our long-lived traditions, honoring one of Virginia’s great pioneers. Most recently in 2016 and 2017, A. Smith Bowman Distillery won the “World’s Best Bourbon” at the World Whiskies Awards — solidifying us as Virginia’s Most Award-Winning Distillery.""

John J., Abraham, Joseph, and Isaac Bowman were Virginia militia officers in the American Revolutionary War. This hand-crafted bourbon whiskey is a tribute to their heroism. Our Bowman Brothers Small Batch Bourbon is distilled three times using the finest corn, rye, and malted barley, producing distinct hints of vanilla, spice, and oak."
2942,Smoke Wagon Small Batch Bourbon Whiskey,Nevada HG Distilling Co.,"Bourbon, Whiskey",,5.0,1,52.99,"Our high rye content bourbon is aged in the heart of a century-old  brick warehouse. To ensure a unique and consistent flavor, barrels are hand selected to create a perfect blend that is smooth and at the same time bold and intense."
2943,Smoke Wagon Uncut Unfiltered Whiskey,Nevada HG Distilling Co.,"Bourbon, Whiskey",,5.0,1,73.67,"No Water Added Because None is Needed

We took the same vintage blending philosophy that we used to create Small Batch, except this time the goal was to create high proof bourbon that tasted its best neat. Uncut is so rich and sweet with an unbelievably thick mouth feel, the heat and rye spice finish are a welcome addition. It's like milk with cookies!

Blending vintages of our high rye mash bill to achieve this flavor profile at 115-116 plus proof was a very rewarding challenge for us. There is a delicate balance between creamy mouthfeel, tannins and sugars that comes into play that makes the end result magical. Older vintages have more evaporation which means a higher concentration of fats and sugars per ounce which gives them that nice creamy mouthfeel as well as caramel and honey goodness. But they also have more tannins because alcohol has been in contact with the wood for longer. A lot of what is perceived as alcohol burn is actually a harshness due to tannins. This can counterbalance the benefit gained by a creamy mouthfeel insulating your pallet from alcohol heat. So there needs to be enough of the significant older bourbon for the oak flavors and mouthfeel, but also some younger ones to cut back on the tannins and bring in some delicate fruit and caramel flavors. The youngest used is 4 year which is where all the rye spice comes from. 

Calling out flavors for Uncut is hard to do because it is truly mercurial. Here's a story to illustrate what we mean. We blended to taste and bottled a batch at the end of fall when the distillery was 72 degrees. A few months later in the winter we did a tasting with some beverage directors and mixologists when the building was 58. We told them what to expect as far as flavors and that was not what anyone experienced. They were saying they tasted cola and cherries with virtually no rye spice. Our initial thought was how did these people get their jobs, cola and cherries?!?! Upon sampling they were right! I'm sure you can guess what happened when we sampled that same bottle at room temperature again, the flavor profile changed back to what it was when we first blended it.
"
2944,Smoke Wagon Straight Bourbon Whiskey,Nevada HG Distilling Co.,"Bourbon, Whiskey",,5.0,1,32.99,"Just released in fall of 2019, the goal was to create an affordable everyday bourbon that had that unique and unmistakeable Smoke Wagon Flavor, consisting of delicate sweet notes with a rye spice finish. Barrels with our same high rye mash bill were racked on the top two floors of the warehouse and never rotated. The higher the floor the hotter it gets in the summer causing more expansion and more movement into the wood. This as well being non chill filtered creates a bourbon that is rich and creamy beyond its years. Never rotating the barrels ensures there are no harsh tannin flavors and the high rye mash bill adds a delightful spicy and nutty finish."
2945,Smoke Wagon Desert Jewel Reserve 10 Year Whiskey,Nevada HG Distilling Co.,"Bourbon, Whiskey",,5.0,1,99.99,"35 Barrels Aged to Perfection at 10 Yrs

Named after turquoise, the Nevada state semi precious stone (also called Jewel of the Desert) and like turquoise, this bourbon is rare and there is only a limited amount. 

We don't believe in rotating barrels. We feel Bourbon is aged best with the barrel racked on its side, and undisturbed. Every time a barrel is rolled around, it breaks char off of the staves. If too much char is floating in the bourbon it can undue the delicate balance of flavors and become too oak heavy. Having barrels rest on their sides ensures that bourbon passes equally  through the char, the toasted layer of oak and the raw wood.

After 10 years on the fourth floor (the top half of the warehouse) we felt this bourbon was aged to perfection, so the 35 barrels on that floor were pulled and Desert Jewel was created.

Nose: Dark Fruit, cinnamon vanilla and oak.

Taste: Initial honey/caramel on the front of the tongue cocoa, rye spice, cinnamon and oak on the pallet. Creamy mouth feel finishing with oak and rye spice notes of white pepper."
2946,St. Augustine Florida Double Cask Bourbon,St. Augustine Distillery,"Bourbon, Whiskey",46.9,5.0,1,49.99,"Because there was so much agricultural heritage in Florida, Philip McDaniel and Mike Diaz wanted to make their bourbon there. Not only did they want to make their bourbon in Florida, they wanted to make it in St Augustine, The Nation’s Oldest City. They discovered an abandoned ice plant (the oldest in Florida) and commenced to restore that building to its historic splendor. While Phil and Mike were convinced that Florida’s heat and humidity and St Augustine’s maritime climate would make spectacular bourbon, they were businessmen, not distillers. Never satisfied with “good enough,” they set out to hire the best experts they could to assist in their dream. The team hired Dave Pickerell, former Master Distiller at Maker’s Mark, to consult on the distillery design and processes. Jake Norris, former Founding Distiller for Stranahan’s Colorado Whiskey, developed the mash bill for the bourbon. Brendan Wheatley distilled the spirit and developed our barrel program. Dave Pickerell returned to lead the team’s final blending of this first bourbon release.

St. Augustine Distillery is proud to present Florida Double Cask Bourbon. This bourbon is made from a mash bill of 60% regional corn, 22% malted barley and 18% regional wheat. The grains are milled and mashed on site, and fermented with proprietary yeast strains in closed-top fermenters. The mash is distilled in a Vendome 750-gallon stripping still, and the spent grains are sent to local farmers for cattle feed – eliminating any waste from the process. The resulting low wines are then distilled to final proof in a Vendome 550-gallon spirit still. The Double Cask Bourbon was barreled at 125 proof in 25-gallon, new oak barrels using several different char profiles. Due to Florida’s heat and humidity, the decision was made to move a portion of the spirit into 53-gallon barrels to continue aging while preventing over-extraction. This first release is a combination of barrels ranging from 16 to 28 months of age. To really round out the spirit, the team decided to finish 7% of the spirit in port barrels. The resulting blend is round, fruity and well-balanced. After extensive bench trialing, the bourbon was bottled at 93.8 proof to best present the spirit’s true flavor.

The resulting malted bourbon achieves the team’s goal – it is approachable, full-flavored sipping bourbon. The corn provides the traditional bourbon sweetness while the relatively high barley content adds chocolate and malty notes. The wheat adds creaminess and mouth feel while allowing the sweetness of the corn and vanilla to show through. This dark amber spirit has a deep, warm nose with notes of caramel, dark fruit, oak and dark chocolate. The taste is full-bodied, deep and complex with spice at first, followed by toffee and dark winter fruit. The lingering finish is warm, pleasant and full of caramel and dark chocolate.

The beautiful bottle highlights the historic structure in which the spirit was distilled and bottled. Enjoy this first step in St Augustine Distillery’s journey to produce spectacular bourbon in Florida."
2947,St. Augustine Florida Port Finished Bourbon,St. Augustine Distillery,"Bourbon, Whiskey",51.0,5.0,1,69.99,"We take our award-winning Florida Straight Bourbon and finish it in Port Wine Barrels from our neighbors at San Sebastian Winery. The result is spectacular: A beautiful full- bodied bourbon with a long, fruit-forward finish. Color: Deep, garnet red. Sweet entry, full, creamy coating, honeysuckle, black pepper, dark cherry and raisins. Caramel, vanilla, and coconut."
2948,Oppidan Smoke + Sea Bourbon,Oppidan,"Bourbon, Whiskey",46.0,5.0,1,46.99,"Oppidan Smoke + Sea is a combination of our 4 Grain Straight Bourbon and Solera Aged Bourbon mash bills, finished in French oak and peated Islay scotch barrels. The French oak adds structure and dark fruit notes while the Islay casks add a layer of smoke, earth, and sea to our already malty and chocolaty bourbon. Bourbon on the nose and front palette with a briny and peaty finish."
2949,Oppidan Four Grain Small Batch Bourbon,Oppidan,"Bourbon, Whiskey",50.0,5.0,1,42.99,"Oppidan Four Grain Straight Bourbon Whiskey is a combination of bourbon's major grains: corn, wheat, rye, and malt. Mash bill is 68% corn, 14% wheat, 9% rye, 9% malt. Crafted to optimize the balance between the sweet silky mouthfeel from wheat with the spiciness of rye. At 100 proof it will stand up in any of your favorite cocktails, while remaining smooth and enjoyable as a neat pour."
2950,Oppidan Solera Aged Bourbon,Oppidan,"Bourbon, Whiskey",,5.0,1,45.99,"Our Solera Aged Bourbon continues our philosophy of controlled experimentation. Made from a 5-grain mashbill of corn, malted rye, chocolate malted rye, special B, & 2 row barley, it then enters a unique solera aging process across 3 different wood types: American oak, French oak, & Oloroso sherry casks. The French oak & Oloroso casks are never emptied, creating continuity & increased complexity over time."
2951,Temperance Barrel Straight Bourbon,Temperance Trader,"Bourbon, Whiskey",,5.0,1,59.99,"Behold — a devilish delight — born in Bourbon Country, but exclusively finished at Bull Run Distillery. Temperance Trader Bourbon is cut with the pure, raw water from the Bull Run Watershed. Perfect for sharing with friends and fellow aficionados. Imbibe, but please, temper thyself."
2952,Bull Run Distilling Co. Temperance Trader Bourbon,Temperance Trader,"Bourbon, Whiskey",44.88,5.0,1,39.99,"Born in Bourbon Country, but exclusively finished at Bull Run Distillery. Temperance Trader Bourbon is cut with the pure, raw water from the Bull Run Watershed. Perfect for sharing with friends and fellow aficionados. Imbibe, but please, temper thyself."
2953,Temperance Trader Bourbon,Temperance Trader,"Bourbon, Whiskey",,5.0,1,,"Behold — a devilish delight — born in Bourbon Country, but exclusively finished at Bull Run Distillery. Temperance Trader Bourbon is cut with the pure, raw water from the Bull Run Watershed. Perfect for sharing with friends and fellow aficionados. Imbibe, but please, temper thyself."
2954,Temperance Trader Bourbon Barrel Strength,Temperance Trader,"Bourbon, Whiskey",,5.0,1,48.47,"Bull Run’s Temperance Trader line was born out of our desire to bring amazing spirits to market. In the case of the Barrel Strength Straight Bourbon Whiskey, it was love at first sip. We’ve kept this spirit stronger so you can enjoy all the character and flavors of it’s original base. Conceived in Bourbon Country and born in the Northwest Territory, this Barrel Strength Straight Bourbon Whiskey is a devilish delight for those looking for a little more spirit."
2955,Watershed Bourbon,Watershed Distillery,"Bourbon, Whiskey",47.0,5.0,1,45.99,"Bourbon from Watershed Distillery is made in small batches using a combination of Corn, Wheat, Rye and Spelt. We double-distill our bourbon and age it in charred American oak barrels. Each bottle is hand numbered to represent the time and effort we put into our Bourbon Whiskey."
2956,Tom’s Town Pendergast’s Royal Golden Bourbon,Toms Town Distilling Co.,"Bourbon, Whiskey",45.0,5.0,1,49.99,
2957,Blood Oath Bourbon Pact No. 1,Blood Oath,"Bourbon, Whiskey",49.3,5.0,1,109.99,"A masterful union of well-bred bourbons. The first, a spicy bourbon with a mash bill favoring rye, barrel aged for a subtle woodiness. This, artfully braided with a smooth, but never soft, wheated bourbon or memorable curves. Finally, a more experienced, oaky bourbon with a rye-based mash. None overpowers the other, agreeing to co-exist in harmony."
2958,Blood Oath Pact No. 4,Blood Oath,"Bourbon, Whiskey",,5.0,1,116.99,"Blood Oath is a blend of three bourbons to create a Kentucky straight bourbon whiskey. Pact No. 4 combines a 12-year bourbon that provides a mellow finish with deep oak undertones, and a rich 10-year bourbon that adds caramel and honey flavors, the company says. The third bourbon, a nine year old, rounds out the flavors as it is finished in toasted bourbon barrels – adding deep chocolate, vanilla and spice flavors."
2959,Blood Oath Bourbon Pact No. 3,Blood Oath,"Bourbon, Whiskey",49.3,5.0,1,119.99,
2960,Blood Oath Pact No. 5,Blood Oath,"Bourbon, Whiskey",49.3,5.0,1,119.99,
2961,Starlight Carl T Bourbon,Starlight,"Bourbon, Whiskey",,5.0,1,34.99,
2962,Phillips Union Whiskey,Phillips Distilling,"Bourbon, Whiskey",40.0,5.0,1,24.03,"It's time to explore a smoother side of whiskey. A taste and flavor so sublime, it almost seems wrong, but oh, it's so right! The only whiskeys smooth enough to win over curious vodka drinkers with one tempting tilt of the glass. Now see what all the whispering is about as you meet the rest of this sultry family."
2963,Crooked Water Old Hell Roaring Bourbon,Crooked Water Spirits,"Bourbon, Whiskey",45.0,5.0,1,53.99,"Old Hell Roaring is a robust double barreled bourbon at its best. Our proprietary complex toasting and smoking process delivers an intense and beautiful experience with rounded notes of deep vanilla, burnt caramel and smoldering campfire. Higher proof allows the discerning palate to be in control of one’s destiny. Welcome to Old Hell Roaring, our labor of love."
2964,King’s Point Port Cask Finished Bourbon,Crooked Water Spirits,"Bourbon, Whiskey",,5.0,1,47.74,
3009,Old Camp Peach Pecan Whiskey,Old Camp,"American Blend, Whiskey",35.0,5.0,10,19.99,"Old Camp® was launched with Brian Kelley & Tyler Hubbard of Florida Georgia Line. The 1st and only peach pecan whiskey is blended using American whiskey and aged for 2 years in American White Oak barrels. It has an aroma of fresh citrus, sweet Georgia peach and nutty southern pecan. The flavor is balanced with nutty caramel and a crisp spiced peach finish. Kick-start the party. Best enjoyed as a shot, over ice or especially in mixin’s like Old Camp® Iced Tea or Lemonade. (35% ABV – 70 proof)"
3010,Old Camp American Blended Whiskey,Old Camp,"American Whiskey, Whiskey",40.0,5.0,1,20.97,"When it comes to sipping whiskey, Old Camp American Whiskey delivers an exquisite taste on the competing flavors of peach and pecan, which when balanced together with caramel and light spice notes, offers a sweet taste of Southern American whiskey that has been aged two years to perfection in oak barrels.

Old Camp an easy drinking American Blended Whiskey giving up not a thing to be smooth. A little bit of Georgia, and a little bit of Florida. Tyler and BK pushed this one to the limit, taking inspiration from their music to create an American Whiskey that’s truly unique."
3011,Wolf Moon Bourbon,Old Camp,"Bourbon, Whiskey",40.0,5.0,1,25.99,"ACM “Artist of the Decade” Jason Aldean and multi-platinum, award-winning duo Florida Georgia Line (FGL) are pleased to announce the launch of their latest collaboration: Wolf Moon Bourbon. The 80 proof bourbon has been distilled from Midwestern grains and aged for four years in new, charred American oak barrels. The bourbon’s flavor profile, chosen by the trio’s favorite whiskey flavors, offers sweet corn grain and candied fruit, with a finish of baking spices and caramel."
3012,TINCUP American Whiskey,TINCUP,"American Whiskey, Whiskey",42.0,5.0,28,29.99,"TINCUP® American Whiskey is a blend of two great American whiskeys, each aged in #3 charred oak barrels. “High rye” bourbon, distilled and aged in Indiana, is blended with a small amount of Colorado single malt whiskey. TINCUP® is caramel color, with an aroma of citrus black pepper and ginger snaps. The Mountain whiskey has a flavor of rye spice, cinnamon and caramel and a rye spice, clean finish. It is cut to proof with pure Rocky Mountain water. (42% ABV – 84 proof)"
3013,TINCUP Straight Rye Whiskey,TINCUP,"Rye Whiskey, Whiskey",45.0,5.0,4,29.99,"TINCUP® Rye is a bold, smooth straight rye whiskey, distilled and aged in Indiana for 3 years, then cut to proof with pure Rocky Mountain water. It is a celebration of America’s frontier, and the golden age when rye whiskey won the west. TINCUP Rye has been crafted to honor the original rye recipes from the 1850s that were enjoyed by settlers, mountain men and miners during that time. The straight rye whiskey carries a lingering finish with a caramel and silky tannic mouthfeel. (45% ABV – 90 proof)."
3014,TINCUP American Whiskey 10 Year,TINCUP,"American Whiskey, Whiskey",,5.0,1,54.99,"TINCUP® 10 whiskey is the ultimate expression of quality that comes from a simple recipe of tradition and time. TINCUP 10 is a high-rye bourbon aged in white American oak barrels with a #3 char. It marries the bold, pure, untamed flavor of TINCUP® with a full decade of oak barrel aging before being cut to proof with pure Rocky mountain Spring water. The dark amber spirit has aromas of cinnamon, pine, honey and freshly cut grass. It boasts a balanced palate of sweet pepper, leather and raisins with a caramel and biscuit finish. (42% ABV – 84 proof)"
3015,Philadelphia Blended Whiskey,Philadelphia Distilling,"American Whiskey, Whiskey",40.0,5.0,3,10.99,A premium quality blended whisky famous since 1894 for its smooth taste and incomparable flavor.
3016,XXX Shine Corn Whisky,Philadelphia Distilling,"Whiskey, White Whiskey  Moonshine",40.0,5.0,1,28.48,
3017,Sinfire Cinnamon Whiskey,Sinfire,"American Whiskey, Flavored Whiskey, Whiskey",35.0,5.0,1,8.55,"Sinfire Cinnamon Whisky combines the smooth, rich notes of a good,
balanced whisky and warm, spicy-sweet cinnamon flavors. The distinctive flavor has limitless serving options, served straight up or on the rocks, but also lends itself to both new and classic whisky cocktail recipes for a truly invigorating tasting experience. Turn up the heat with this sinful spirit!"
3018,Sinfire Vanilla Cinnamon Whisky,Sinfire,"Flavored Whiskey, Whiskey",35.0,5.0,1,12.99,"Sinfire Vanilla Cinnamon Whisky brings together the flavor of toasted vanilla bean with the warm whisky & spicy notes of Sinfire. The distinctive flavor has limitless serving options, served straight up or on the rocks, but also lends itself to both new and classic whisky cocktail recipes for a truly invigorating tasting experience. Turn up the heat with this sinful spirit!"
3019,Sinfire Apple Cinnamon Whisky,Sinfire,"Flavored Whiskey, Whiskey",35.0,5.0,1,15.69,"Sinfire Apple Cinnamon Whisky combines the tart, crisp flavor of Golden Delicious & Granny Smith apples with the warm, all natural cinnamon Sinfire finish. The distinctive flavor has limitless serving options, served straight up or on the rocks, but also lends itself to both new and classic whisky cocktail recipes for a truly invigorating tasting experience. Turn up the heat with this sinful spirit!"
3020,Bonnie Rose Spiced Apple,Bonnie Rose,"American Whiskey, Whiskey",35.0,5.0,1,1.0,
3021,Bonnie Rose Orange Peel,Bonnie Rose,"American Whiskey, Whiskey",35.0,5.0,1,1.0,
3022,Deerhammer American Single Malt Whiskey,Deerhammer,"American Whiskey, Whiskey",59.9,5.0,1,53.99,"Every adventure has a beginning, and ours was Single Malt Whiskey. With bourbon dominating the American craft spirit market, we were inspired us to test new waters with Deerhammer’s cornerstone spirit.

Beginning its life as porter-style 100% malted barley whiskey, our Single Malt is shaped by open-air fermentation and double distillation through direct-fire copper pot stills. Then, stored in charred virgin white oak casks, it slumbers at the base of Colorado’s tallest mountains in the beautiful adventure town of Buena Vista. This high alpine climate maximizes the flavor potential of our mash, due to dramatic temperature shifts that can range from 40-80° in a single day.
​
The result is a distinctly American taste of place: aged no less than two years and bottled at 92 proof with notes of sweet coffee, cacao, caramel and spices.  In the spirit of the settlers who first ventured west, we invite you to take your first sip with an explorer’s state of mind."
3023,Deerhammer Progeny Series – Edition 1,Deerhammer,"Single Malt Whiskey, Whiskey",49.0,5.0,1,59.99,American single malt finished in Guatemalan cacao casks.
3024,Deerhammer Bourbon,Deerhammer,"Bourbon, Whiskey",44.0,5.0,1,49.99,"Deerhammer Straight Bourbon features a 4-grain recipe comprised of Colorado corn, San Luis red spring wheat, cold smoked oats, and chocolate malt. This mindful blend harkens towards a classic bourbon, while firmly laying challenge to preconceptions of the style.

Such a unique recipe is furthered with a traditional sour mash, four days of open-air fermentation, direct-fire pot still distillation and finally aged for a minimum of 2.5 years in toasted #2 char virgin oak. The end result is a decisively Colorado bourbon with qualities that echo the signature profile Deerhammer has become known for — deep complexity of flavor and a tremendously enduring finish."
3025,Pie Hole Pecan Pie Whiskey,Pie Hole,"American Whiskey, Canadian Whisky, Whiskey",35.0,5.0,1,18.99,"The South may claim it as its own, but Pecan Pie was too good to be kept below the Mason Dixon Line. Sweet and nutty and just plain delicious, it was a taste we had to bottle. It's sweet as Pecan Pie, but it packs the punch of a shot of whiskey, so it's not too sweet."
3026,Pie Hole Cherry Pie Whiskey,Pie Hole,"Canadian Whisky, Whiskey",35.0,5.0,1,14.99,"You've done something right when someone slides you a piece of warm cherry pie. The perfect combination of sweet and tart is too good to pass up. So good, we had to bottle it. It's sweet as Cherry Pie, but it's made with whiskey, so it's not too sweet."
3027,Pie Hole Apple Pie Whiskey,Pie Hole,"Canadian Whisky, Whiskey",35.0,5.0,1,16.99,"You hear the words Apple Pie, and you can picture a slice right out of the oven cooling on a windowsill. Suddenly, you're in heaven. And now, we've put that little slice of heaven in a shot glass. It's sweet as Apple Pie, but it's made with whiskey, so it's not too sweet.
Sweet Ashley on Apple Pie Bottle"
3028,Piehole Apple Pie Whiskey,Piehole,"Canadian Whisky, Whiskey",,5.0,2,16.04,"You hear the words Apple Pie, and you can picture a slice right out of the oven cooling on a windowsill. Suddenly, you're in heaven. And now, we've put that little slice of heaven in a shot glass. It's sweet as Apple Pie, but it's made with whiskey, so it's not too sweet."
3029,Piehole Pecan Pie Whiskey,Piehole,"American Whiskey, Canadian Whisky, Whiskey",,5.0,1,15.99,"The folks at Piehole Whiskey state that their creations are designed to be a tempting blend of premium whiskey  and delicious pie-flavored liqueur.  When the bottles arrived, our tasting panel was concerned that the end product would be an overpowering pecan syrup that would be hard to drink.  We were pleasantly surprised to still get notes of the Canadian whiskey with a finish of that buttery vanilla pecan pie flavor that we all know.  The apple and cherry flavors all had very solid taste and none were too overpowering.  All three flavors have strong notes of their traditional pie flavors but don’t destroy your palette in the process and allow you to still enjoy the whiskey but also gave you a splash of dessert on each sip."
3030,Piehole Cherry Pie Whiskey,Piehole,"Canadian Whisky, Whiskey",,5.0,1,15.99,"You've done something right when someone slides you a piece of warm cherry pie. The perfect combination of sweet and tart is too good to pass up. So good, we had to bottle it. It's Cherry Pie, so it's sweet and a little tart. But it packs the punch of a shot of whiskey, so it's not too sweet."
3031,Jeffers Creek Whiskey,Jeffers Creek,"American Whiskey, Bourbon, Whiskey",,5.0,1,31.99,"A friendlier style, smooth and inviting, characterized with smoky vanilla crème accents reminiscing of burnt marshmallows and an intriguing spice element for additional complexity."
3032,Jeffers Creek,Jeffers Creek,"Bourbon, Whiskey",40.0,5.0,1,19.98,"A friendlier style, smooth and inviting, characterized with smoky vanilla crème accents reminiscing of burnt marshmallows and an intriguing spice element for additional complexity. Great quality, highly refined and a virtual bargain. It’s a welcome addition to the bar in my man cave."
3033,Jeffers Creek Bourbon 6 Yr,Jeffers Creek,"Bourbon, Whiskey",,5.0,1,,
3034,Mulholland American Whiskey,"Mulholland Distilling, Inc.","American Whiskey, Whiskey",50.0,5.0,1,29.99,"Founded in LA by Matthew Alper and actor Walton Goggins, Mulholland's Award Winning American Whiskey is a truly special spirit. Born in Indiana, aged in Kentucky and finished at our facility in Downey, California with a mash bill of 94% corn, 4% rye and 2% malted barley, Mulholland's 100proof American Whiskey is the perfect spirit for mixing in your favorite cocktail or for easy sipping neat or on the rocks. 

Tasting Notes: The fresh scents of vanilla bean, sweet corn, and maple mesh together with a hint of baking spice on the nose. The first sip, rich but not cloying, suggests oak with dried fruit and a hint of herbal rye. A smooth and easy finish of caramel, toffee and rye lingers on the palate.  It's this interplay between sweet and spice that gives our American Whiskey its signature profile. 

Check us out at www.mulhollanddistilling.com or @mulhollanddistilling"
3035,Georgia Moon Corn Whisky,Georgia Moon,"American Whiskey, Whiskey",40.0,5.0,1,16.16,
3036,Georgia Moon Corn Whisky Peach,Georgia Moon,"American Whiskey, Whiskey",35.0,5.0,1,14.99,
